Date,Open,High,Low,Close,Adj Close,Volume
2016-11-30,61.630001,61.840000,60.630001,60.799999,48.317413,9025200
2016-12-01,60.830002,60.830002,58.750000,59.160000,47.014114,8266200
2016-12-02,59.189999,60.000000,58.950001,59.430000,47.228680,8020700
2016-12-05,59.599998,61.220001,59.570000,60.860001,48.365089,10227700
2016-12-06,60.759998,61.720001,60.330002,61.619999,48.969063,7610400
2016-12-07,60.259998,60.650002,58.799999,59.990002,47.673717,13095600
2016-12-08,60.020000,60.980000,59.090000,60.900002,48.396885,9192300
2016-12-09,61.189999,61.930000,60.919998,61.540001,48.905495,7102900
2016-12-12,61.529999,62.450001,61.509998,62.040001,49.302837,5984500
2016-12-13,62.330002,62.439999,61.360001,61.990002,49.263107,8599600
2016-12-14,61.549999,62.299999,61.509998,61.669998,49.008801,5115700
2016-12-15,61.799999,62.110001,61.549999,62.020000,49.286942,6416900
2016-12-16,62.119999,62.490002,61.830002,62.220001,49.445885,10555800
2016-12-19,62.369999,63.330002,62.119999,62.220001,49.445885,5976800
2016-12-20,62.340000,62.709999,61.750000,62.160000,49.398201,5751800
2016-12-21,62.230000,62.410000,61.430000,61.450001,48.833965,5498700
2016-12-22,61.580002,61.919998,61.349998,61.660000,49.000858,5626000
2016-12-23,61.779999,62.400002,61.470001,62.340000,49.541241,4795900
2016-12-27,62.520000,63.020000,62.410000,62.500000,49.668400,5396200
2016-12-28,62.509998,62.750000,62.250000,62.270000,49.485611,5190400
2016-12-29,62.389999,63.060001,62.389999,62.730000,49.851177,4990000
2016-12-30,62.730000,62.930000,62.410000,62.619999,49.763763,5999200
2017-01-03,62.919998,63.029999,61.939999,62.410000,49.596870,9328200
2017-01-04,62.639999,63.799999,62.639999,63.290001,50.296204,8674800
2017-01-05,63.380001,63.950001,63.029999,63.770000,50.677662,5359400
2017-01-06,63.880001,64.000000,63.520000,63.790001,50.693558,4722300
2017-01-09,63.799999,64.379997,63.750000,64.209999,51.027328,8794500
2017-01-10,64.050003,64.500000,63.770000,64.070000,50.916061,6523500
2017-01-11,63.380001,63.650002,60.590000,61.139999,49.077854,13565200
2017-01-12,60.770000,61.430000,60.419998,61.279999,49.190231,8194400
2017-01-13,61.349998,62.410000,61.049999,61.990002,49.760166,7295100
2017-01-17,61.750000,62.040001,61.099998,61.860001,49.655804,8446700
2017-01-18,61.759998,62.139999,61.320000,61.660000,49.495270,5519400
2017-01-19,61.450001,61.880001,61.119999,61.380001,49.270504,5384200
2017-01-20,61.410000,61.770000,61.080002,61.150002,49.085880,6730000
2017-01-23,61.020000,61.259998,60.680000,60.959999,48.933361,5244700
2017-01-24,60.910000,60.930000,59.669998,60.580002,48.628338,6642000
2017-01-25,60.599998,61.630001,60.340000,61.380001,49.270504,8052800
2017-01-26,61.160000,61.900002,61.070000,61.270000,49.182198,7765300
2017-01-27,60.000000,61.250000,59.520000,60.000000,48.162758,14151200
2017-01-30,59.910000,60.470001,59.270000,60.430000,48.507935,7792700
2017-01-31,60.009998,61.320000,59.750000,61.110001,49.053772,8149800
2017-02-01,61.070000,61.099998,60.270000,60.889999,48.877182,5888700
2017-02-02,60.650002,61.119999,60.480000,60.889999,48.877182,5365300
2017-02-03,60.900002,61.060001,60.439999,60.669998,48.700581,6470300
2017-02-06,60.509998,60.970001,60.349998,60.650002,48.684525,5358100
2017-02-07,60.650002,60.869999,60.400002,60.560001,48.612278,4210300
2017-02-08,60.139999,61.020000,60.049999,60.520000,48.580173,5357800
2017-02-09,60.520000,61.000000,60.419998,60.840000,48.837036,4324600
2017-02-10,60.849998,61.000000,60.270000,60.419998,48.499905,5749200
2017-02-13,60.580002,60.860001,60.430000,60.509998,48.572144,6396000
2017-02-14,60.439999,60.980000,60.150002,60.820000,48.820980,13562200
2017-02-15,60.919998,61.840000,60.400002,61.650002,49.487236,8927600
2017-02-16,61.669998,61.910000,60.810001,61.480000,49.350777,5662000
2017-02-17,61.540001,62.080002,61.169998,61.770000,49.583561,8124400
2017-02-21,61.840000,62.110001,61.500000,61.830002,49.631721,8503500
2017-02-22,61.720001,61.950001,61.299999,61.360001,49.254456,6422200
2017-02-23,61.680000,62.240002,61.450001,61.939999,49.720024,8057700
2017-02-24,61.919998,62.230000,61.490002,62.090000,49.840439,6536400
2017-02-27,62.020000,62.369999,61.680000,62.220001,49.944786,5214100
2017-02-28,62.110001,62.400002,61.689999,61.840000,49.639759,6756100
2017-03-01,62.160000,62.930000,61.950001,62.830002,50.434444,7737400
2017-03-02,62.779999,63.599998,62.599998,63.250000,50.771572,8190000
2017-03-03,63.110001,63.529999,62.830002,63.340000,50.843815,6125800
2017-03-06,63.000000,63.849998,62.880001,63.549999,51.012394,6837000
2017-03-07,63.139999,64.139999,62.970001,63.689999,51.124767,9638000
2017-03-08,63.750000,64.680000,63.500000,64.139999,51.485985,7049700
2017-03-09,64.139999,64.720001,64.050003,64.500000,51.774971,6957000
2017-03-10,65.300003,66.449997,65.110001,65.879997,52.882710,12788100
2017-03-13,65.870003,65.940002,65.300003,65.849998,52.858624,7577400
2017-03-14,65.879997,66.050003,65.599998,65.669998,52.714138,3727200
2017-03-15,65.699997,66.790001,65.680000,66.550003,53.420525,5241200
2017-03-16,66.400002,66.449997,65.550003,65.900002,52.898766,5162800
